Feature	Gain	Cover	Frequency
rf_008_017	0.0482825182523937	0.0014320344081961	0.000114790134935804
ctrx_quarter_normalizado	0.0482099140498948	0.00110776215991931	0.000361588925047781
mcaja_ahorro_rank_lag1	0.0314794917318583	0.00237741048214279	0.00183664215897286
vm_status01	0.0212571728954232	0.00270587225536256	0.0011134643088773
mcuenta_corriente_rank_lag1	0.0175609413609095	0.00211901810736677	0.000774833410816675
rf_011_028	0.0150979814689567	0.000924859789028479	0.00062560623540013
Visa_mpagospesos_rank	0.0140648424938094	0.00319247300553809	0.00577394378727092
rf_006_015	0.0130773675915377	0.0019940085696748	0.00157262484862051
rf_001_017	0.0109081987180244	0.00194029608173146	0.00452273131647066
Visa_cconsumos_delta1	0.0101499087870686	0.000769986353992329	0.0011134643088773
mautoservicio_rank_lag2	0.00934702528167728	0.00150204018190957	0.00145209520693792
cproductos_lag1	0.00924529190604638	0.00155391000586704	0.000298454350833089
rf_010_026	0.00904308281451208	0.00156229652084365	0.000837967985031366
rf_020_027	0.00900597480739338	0.00113290297617647	0.000855186505271737
mcuentas_saldo_rank	0.00883840856598684	0.00369006653695315	0.0018136841319857
mtarjeta_visa_consumo_rank	0.00794217421446859	0.00161328443534526	0.00150375076765903
vmr_msaldopesos	0.00787231793925024	0.00165800650094255	0.00260573606304274
rf_001_025	0.00709393446530171	0.00192209368475508	0.00339778799409979
mcuenta_corriente_rank_tend6	0.0070419117966998	0.0040377305017294	0.00266313113051064
rf_008_021	0.00674684296080545	0.00162311071043944	0.00107902726839655
mprestamos_personales_rank	0.00666702319558631	0.00493357794131709	0.00118233838983878
cdescubierto_preacordado_tend6	0.00660121981968744	0.00134510324282041	0.000149227175416545
mtarjeta_visa_consumo_rank_lag1	0.00638139198547473	0.00148613447415025	0.00149801126091224
mtransferencias_recibidas_rank_lag2	0.00597860936834624	0.000888300417580092	0.00136600260573606
rf_002_020	0.00572986455367617	0.000944195323458741	0.000413244485768893
vmr_msaldopesos_lag1	0.00557462912394939	0.00053679984463801	0.000740396370335933
mprestamos_personales_rank_lag2	0.00550101230561543	0.00302300075479782	0.0011708593763452
vm_status05_tend6	0.00523844247685341	0.00118670839526608	0.000281235830592719
cproductos_delta1	0.00517750816046056	0.00112333085708407	0.000143487668669755
mpasivos_margen_rank	0.00508552150069797	0.0036791118988977	0.0034494435548209
Master_status	0.00508341679082722	0.00166426129729215	0.00137174211248285
ccomisiones_otras	0.00438950821201847	0.00181354509402132	0.0010503297346626
Master_mfinanciacion_limite_rank	0.00415248995824366	0.00287398781160536	0.00510816100464326
mcomisiones_rank_delta1	0.00413472700546887	0.00418929014872998	0.00784016621611539
mprestamos_personales_rank_delta2	0.00404670524708183	0.0044476467016222	0.000912581572739639
mprestamos_personales_rank_delta1	0.00390327907771103	0.00430099473183738	0.000843707491778157
mpagomiscuentas_rank_lag1	0.00385879012718329	0.0016342666949154	0.00113068282911767
mcomisiones_otras_rank_lag2	0.00383391856607553	0.00368498832330237	0.00658895374531513
mcomisiones_mantenimiento_rank_tend6	0.00380091543359086	0.00315280295982826	0.00176202857126459
mcuentas_saldo_rank_delta2	0.00368727606187493	0.00190019501276589	0.0014004396462168
vmr_Master_mlimitecompra_lag1	0.00367211104513025	0.00220357584872424	0.00339778799409979
Visa_mconsumospesos_rank	0.00365159402651363	0.00308072888119077	0.00609535616509117
mpagomiscuentas_rank	0.00364292231954697	0.00167928733776064	0.000906842065992849
mactivos_margen_rank_delta2	0.00351199243970625	0.00529886738081597	0.00893067249800552
mpayroll_sobre_edad_rank_lag2	0.00350788437377562	0.00102975671064449	0.000344370404807411
mrentabilidad_annual_rank_delta2	0.00350680080337133	0.00469063579825652	0.00929800092980009
Visa_mpagospesos_rank_delta2	0.00325906598832933	0.0028467198401865	0.00511390051139005
rf_011_018	0.00324120945354618	0.000655778222159208	0.000195143229390866
Visa_mpagominimo_rank_lag2	0.0032244010986996	0.00320808148134848	0.00509094248440289
vmr_mpagominimo_tend6	0.0031446890214539	0.00189910096811892	0.00278366077219324
mpayroll_rank_lag1	0.00309798074242895	0.00189146278231867	0.000550992647691857
Visa_mpagospesos_rank_lag1	0.00306473507281681	0.00322441109019223	0.00649712163736649
matm_rank	0.00306192672973528	0.000813733921906844	0.000522295113957907
Master_mlimitecompra_rank_delta2	0.00305144411891146	0.00369965456222813	0.00705385379180513
mcuenta_corriente_rank_lag2	0.0029955731011887	0.00386373577772706	0.00253686198208126
mrentabilidad_rank	0.00295543157089469	0.00349991070940435	0.00389712508107053
rf_006_022	0.00286503026979516	0.00154079988223516	0.000769093904069884
mrentabilidad_annual_rank_lag2	0.00283504750772506	0.00382097581756619	0.00553862401065253
mrentabilidad_rank_delta1	0.00281195531530937	0.00338835437297364	0.0059059524424471
Visa_status	0.00281076632650667	0.000819744955349087	0.000384546952034942
mrentabilidad_rank_lag1	0.00279986901677063	0.00348265176271956	0.00510242149789647
mpasivos_margen_rank_delta1	0.0027891018181137	0.00323678153676695	0.00579116230751129
vm_Finiciomora_lag1	0.00278784115381877	0.00308705653471493	0.000711698836601982
mprestamos_personales_rank_lag1	0.00278630313165689	0.00199325855228005	0.000774833410816675
mcomisiones_mantenimiento_rank_delta2	0.0026991458903038	0.0031077307208087	0.0014635742204315
Visa_cconsumos_tend6	0.00264606348286443	0.00173314754481243	0.00204900390860409
Master_fechaalta_lag2	0.00264353604040463	0.00347756579381558	0.00610109567183796
ctrx_quarter_normalizado_delta1	0.0025635700335119	0.00250226723607116	0.00159558287560767
mcuentas_saldo_rank_tend6	0.00255008531575893	0.00085463847730874	0.000700219823108402
Visa_mpagominimo_rank	0.00254706755097619	0.00290435018180533	0.00434480660732017
rf_007_023	0.00253813370955176	0.000625796413312386	0.00113068282911767
mpayroll_sobre_edad_rank_lag1	0.00250927744961892	0.00232267691224069	0.000688740809614822
vm_Fvencimiento	0.00244611426558375	0.00291579369097452	0.0043849831545477
