Feature	Gain	Cover	Frequency
Visa_cconsumos	0.0271879369744756	0.00232651425205636	0.00371713763531562
rf_005_013	0.0244822463024398	0.00193069988886998	0.000421762969211303
rf_016_015	0.0244125359178124	0.00088464340338182	0.00047237452551666
mpasivos_margen_rank	0.0195889726319073	0.00375569815460314	0.00345283284127654
mextraccion_autoservicio_rank_lag2	0.0191594540150229	0.00166206182512116	0.00193448615211584
rf_018_025	0.0186435392752587	0.0018353168320234	0.00378461971038943
ctrx_quarter_normalizado_lag1	0.0162056277103923	0.00150886005688499	0.0011978068325601
Master_status	0.0153474776060339	0.00187545875118604	0.00147335863911149
rf_018_015	0.0149424088612598	0.00071423944078354	0.000539856600590468
vm_mfinanciacion_limite_rank_tend6	0.0148310061338266	0.00108216082727239	0.000798537888373401
rf_017_021	0.0123784005799917	0.00189300980686109	0.0011528187825109
ctarjeta_visa_transacciones	0.0123436149694162	0.000968902565407801	0.000337410375369043
cdescubierto_preacordado	0.011912140620925	0.00219166720348876	0.000905384507240264
mcuentas_saldo_rank_lag2	0.0102877361365057	0.00413647388840912	0.0035934204976803
rf_006_022	0.0102290462459481	0.00124699112668185	0.000348657387881344
Visa_mpagospesos_rank_lag1	0.00933990562196622	0.00128610753750289	0.00167580486433291
rf_015_023	0.00902950288075755	0.00166208822723623	0.00445381695487136
mprestamos_personales_rank_lag1	0.00766721414127246	0.00356074770259897	0.00111907774497399
cdescubierto_preacordado_delta1	0.00732843427159778	0.00149395238814133	0.000191199212709124
rf_010_026	0.00730559516551577	0.000825372806137573	0.000579221144383523
mprestamos_personales_rank_delta2	0.00721704942650624	0.00518391498685544	0.00100098411359483
ctrx_quarter_lag1	0.00696507113768896	0.00134013484370823	0.000995360607338676
rf_008_021	0.00670350649637482	0.00105732332561074	0.000747926332068044
thomebanking_lag1	0.00670078664745875	0.0027490219986537	0.00421200618585688
mpayroll_rank_lag1	0.00619239418226379	0.00125191362305974	0.000612962181920427
vm_msaldopesos_rank	0.00595263958037383	0.00157573804842641	0.00188387459581049
mautoservicio_rank_lag1	0.00588241546300752	0.00129229316125804	0.000967243076057922
mprestamos_personales_rank_lag2	0.00579854546760659	0.00329043583182263	0.00123154787009701
ctrx_quarter	0.00541282584137608	0.00207539308256502	0.00111345423871784
mpayroll_sobre_edad_rank	0.0053898636147336	0.00139852321082021	0.00047237452551666
mpayroll_rank_lag2	0.00524062480075794	0.00118346681835287	0.000753549838324195
mcuenta_corriente_rank_delta2	0.00514266813271712	0.00261246055396799	0.00199072121467735
rf_011_015	0.00510015037675703	0.000907902668038686	0.00168142837058906
vm_status01	0.00507752718977873	0.00210412478096271	0.00104597216364403
mcomisiones_mantenimiento_rank_tend6	0.00502679406055428	0.00334348070277806	0.00179389849571208
vm_mpagominimo_rank	0.00499424033336587	0.00216775784756785	0.00227189652748489
mautoservicio_rank	0.00486142669176448	0.00142993471109363	0.00120343033881625
mpayroll_rank	0.00479158851624878	0.0016255671110361	0.000331786869112892
Master_Finiciomora	0.00471060200076304	0.000902206879062498	0.000168705187684521
mpagomiscuentas_rank	0.00437596620915781	0.00133345377696539	0.00087164346970336
mactivos_margen_rank_delta2	0.00436930710887361	0.00560127805981943	0.0101166877548151
rf_006_021	0.00426123475478802	0.00210989493632315	0.005111767186841
Visa_msaldototal_rank_lag2	0.00421233328152849	0.00209925567780492	0.00321664557851821
mrentabilidad_annual_rank_delta2	0.00406858018304684	0.00517158916839668	0.0101616758048643
mcuentas_saldo_rank_delta2	0.00399666929801065	0.00399230210447644	0.00429073527344299
vm_status05_tend6	0.00397150491400306	0.000916332343533712	0.000208069731477576
rf_010_017	0.00394540389965084	0.000865163456810935	0.000798537888373401
ctrx_quarter_lag2	0.00382170104432134	0.00100748281610927	0.00095037255728947
rf_002_020	0.0036550331372796	0.00096428175992969	0.000258681287782933
mcomisiones_rank_lag2	0.00351063180744389	0.00315101571157176	0.00620835090679038
mcaja_ahorro_rank_lag2	0.00338796068280485	0.00320158728565238	0.00183888654576128
rf_015_017	0.00334705751319105	0.00063104235569308	0.000230563756502179
vmr_mpagominimo_lag1	0.00320171295024373	0.00143635608448153	0.00203008575847041
mrentabilidad_annual_rank_delta1	0.00319410837769147	0.00332374428949287	0.00596091663151975
mcomisiones_otras_rank_lag2	0.00319229736423748	0.00357284358449979	0.00728244060171517
mrentabilidad_rank_lag2	0.00312927889374766	0.00425139502257461	0.00674820750738085
mrentabilidad_annual_rank_lag1	0.00311857035309768	0.00349266896539931	0.00384085477295094
Visa_fechaalta_delta2	0.00305015791932055	0.000723209783451725	0.000882890482215661
Visa_mconsumospesos_rank_delta2	0.0030296468246556	0.00273076330995654	0.00643329115703641
rf_009_021	0.00292239406956968	0.00153040326088691	0.00153521720792914
vmr_msaldototal	0.00290339551159633	0.00154617531080629	0.00217629692113032
rf_004_021	0.00288168734113673	0.00150884556261037	0.000601715169408126
Master_mlimitecompra_rank_lag2	0.0028656535797043	0.00323604056054311	0.00697877126388303
Visa_status	0.00285725792616667	0.00166340336498761	0.00112470125123014
rf_012_020	0.0028364379838434	0.00126830608427093	0.000466751019260509
vm_cconsumos	0.0028350719502067	0.000329764363484571	0.000106846618866863
Visa_mconsumosdolares_rank_tend6	0.00268072366336291	0.00219110192677866	0.00406579502319696
internet_lag1	0.00259729154461354	0.00187923059166038	0.000298045831575988
mcomisiones_otras_rank_delta1	0.00256816222137178	0.0036053897099066	0.00579783495009138
thomebanking	0.00256394817039673	0.0025800170152469	0.00423450021088148
mactivos_margen_rank_delta1	0.00256032362755524	0.00297431101609394	0.00517362575565865
vmr_mpagominimo_delta1	0.00252222218734931	0.00171082210143145	0.00177140447068747
mactivos_margen_rank_lag1	0.00246456740130497	0.00368697419170865	0.00304231688457753
ctarjeta_visa_transacciones_delta2	0.00245164014059941	0.00224367007438377	0.00124279488260931
