envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
124	1164000	1068000	1188000	1068000	1188000	1308000	
125	1161000	1065000	1185000	1065000	1185000	1305000	
126	1182000	1062000	1182000	1062000	1302000	1302000	
127	1203000	1059000	1299000	1059000	1299000	1299000	
128	1200000	1056000	1296000	1056000	1296000	1296000	
129	1197000	1053000	1293000	1053000	1293000	1293000	
130	1218000	1050000	1410000	1050000	1290000	1290000	
131	1239000	1047000	1407000	1047000	1287000	1407000	
132	1236000	1044000	1404000	1044000	1284000	1404000	
133	1257000	1041000	1521000	1041000	1281000	1401000	
134	1278000	1158000	1518000	1038000	1278000	1398000	
135	1323000	1275000	1515000	1155000	1275000	1395000	
136	1344000	1392000	1512000	1152000	1272000	1392000	
137	1341000	1389000	1509000	1149000	1269000	1389000	
138	1338000	1386000	1506000	1146000	1266000	1386000	
139	1335000	1383000	1503000	1143000	1263000	1383000	
140	1356000	1380000	1620000	1140000	1260000	1380000	
141	1353000	1377000	1617000	1137000	1257000	1377000	
142	1350000	1374000	1614000	1134000	1254000	1374000	
143	1347000	1371000	1611000	1131000	1251000	1371000	
144	1344000	1368000	1608000	1128000	1248000	1368000	
145	1365000	1365000	1605000	1245000	1245000	1365000	
146	1410000	1362000	1602000	1362000	1242000	1482000	
147	1407000	1359000	1599000	1359000	1239000	1479000	
148	1404000	1356000	1596000	1356000	1236000	1476000	
149	1449000	1353000	1593000	1473000	1353000	1473000	
150	1446000	1350000	1590000	1470000	1350000	1470000	
151	1467000	1347000	1587000	1587000	1347000	1467000	
152	1464000	1344000	1584000	1584000	1344000	1464000	
153	1485000	1461000	1581000	1581000	1341000	1461000	
154	1482000	1458000	1578000	1578000	1338000	1458000	
155	1479000	1455000	1575000	1575000	1335000	1455000	
156	1524000	1572000	1572000	1692000	1332000	1452000	
157	1521000	1569000	1569000	1689000	1329000	1449000	
158	1542000	1566000	1566000	1806000	1326000	1446000	
159	1539000	1563000	1563000	1803000	1323000	1443000	
160	1560000	1560000	1560000	1920000	1320000	1440000	
161	1557000	1557000	1557000	1917000	1317000	1437000	
162	1554000	1554000	1554000	1914000	1314000	1434000	
163	1599000	1671000	1551000	1911000	1311000	1551000	
164	1596000	1668000	1548000	1908000	1308000	1548000	
165	1641000	1665000	1545000	2025000	1305000	1665000	
166	1638000	1662000	1542000	2022000	1302000	1662000	
167	1659000	1659000	1659000	2019000	1299000	1659000	
168	1680000	1656000	1656000	2016000	1416000	1656000	
169	1701000	1653000	1653000	2013000	1413000	1773000	
170	1698000	1650000	1650000	2010000	1410000	1770000	
171	1695000	1647000	1647000	2007000	1407000	1767000	
172	1716000	1644000	1644000	2124000	1404000	1764000	
173	1761000	1761000	1641000	2121000	1401000	1881000	
174	1758000	1758000	1638000	2118000	1398000	1878000	
175	1779000	1755000	1635000	2235000	1395000	1875000	
176	1800000	1872000	1632000	2232000	1392000	1872000	
177	1797000	1869000	1629000	2229000	1389000	1869000	
178	1794000	1866000	1626000	2226000	1386000	1866000	
179	1791000	1863000	1623000	2223000	1383000	1863000	
180	1812000	1980000	1620000	2220000	1380000	1860000	
181	1809000	1977000	1617000	2217000	1377000	1857000	
182	1806000	1974000	1614000	2214000	1374000	1854000	
183	1803000	1971000	1611000	2211000	1371000	1851000	
184	1824000	1968000	1608000	2208000	1488000	1848000	
185	1821000	1965000	1605000	2205000	1485000	1845000	
186	1842000	1962000	1722000	2202000	1482000	1842000	
187	1839000	1959000	1719000	2199000	1479000	1839000	
188	1884000	1956000	1836000	2316000	1476000	1836000	
189	1881000	1953000	1833000	2313000	1473000	1833000	
190	1878000	1950000	1830000	2310000	1470000	1830000	
191	1899000	1947000	1827000	2427000	1467000	1827000	
192	1920000	1944000	1824000	2424000	1584000	1824000	
193	1917000	1941000	1821000	2421000	1581000	1821000	
194	1962000	2058000	1818000	2418000	1698000	1818000	
195	1959000	2055000	1815000	2415000	1695000	1815000	
196	1956000	2052000	1812000	2412000	1692000	1812000	
197	1953000	2049000	1809000	2409000	1689000	1809000	
198	1974000	2166000	1806000	2406000	1686000	1806000	
199	1971000	2163000	1803000	2403000	1683000	1803000	
200	1968000	2160000	1800000	2400000	1680000	1800000	
201	1965000	2157000	1797000	2397000	1677000	1797000	
202	1986000	2154000	1794000	2394000	1674000	1914000	
203	1983000	2151000	1791000	2391000	1671000	1911000	
204	2004000	2148000	1908000	2388000	1668000	1908000	
205	2025000	2145000	2025000	2385000	1665000	1905000	
206	2094000	2142000	2142000	2502000	1782000	1902000	
207	2091000	2139000	2139000	2499000	1779000	1899000	
208	2112000	2136000	2136000	2496000	1776000	2016000	
209	2109000	2133000	2133000	2493000	1773000	2013000	
210	2106000	2130000	2130000	2490000	1770000	2010000	
211	2103000	2127000	2127000	2487000	1767000	2007000	
212	2148000	2124000	2124000	2484000	1884000	2124000	
213	2169000	2121000	2121000	2481000	2001000	2121000	
214	2190000	2118000	2118000	2478000	1998000	2238000	
215	2211000	2115000	2235000	2475000	1995000	2235000	
216	2232000	2232000	2232000	2472000	1992000	2232000	
217	2253000	2229000	2229000	2589000	1989000	2229000	
218	2274000	2226000	2226000	2586000	2106000	2226000	
219	2295000	2223000	2223000	2583000	2103000	2343000	
220	2292000	2220000	2220000	2580000	2100000	2340000	
221	2313000	2217000	2217000	2697000	2097000	2337000	
222	2358000	2334000	2214000	2694000	2214000	2334000	
223	2379000	2331000	2211000	2811000	2211000	2331000	
224	2376000	2328000	2208000	2808000	2208000	2328000	
225	2373000	2325000	2205000	2805000	2205000	2325000	
226	2418000	2442000	2202000	2802000	2202000	2442000	
227	2439000	2439000	2199000	2919000	2199000	2439000	
228	2484000	2436000	2316000	2916000	2316000	2436000	
229	2481000	2433000	2313000	2913000	2313000	2433000	
230	2526000	2430000	2430000	2910000	2430000	2430000	
231	2547000	2547000	2427000	2907000	2427000	2427000	
232	2544000	2544000	2424000	2904000	2424000	2424000	
233	2565000	2541000	2421000	2901000	2541000	2421000	
234	2562000	2538000	2418000	2898000	2538000	2418000	
235	2583000	2535000	2415000	2895000	2535000	2535000	
236	2580000	2532000	2412000	2892000	2532000	2532000	
237	2577000	2529000	2409000	2889000	2529000	2529000	
238	2622000	2526000	2406000	3006000	2526000	2646000	
239	2667000	2523000	2523000	3123000	2523000	2643000	
240	2688000	2520000	2520000	3120000	2640000	2640000	
241	2757000	2637000	2517000	3117000	2757000	2757000	
242	2754000	2634000	2514000	3114000	2754000	2754000	
243	2799000	2751000	2631000	3111000	2751000	2751000	
244	2820000	2868000	2628000	3108000	2748000	2748000	
245	2841000	2985000	2625000	3105000	2745000	2745000	
246	2862000	2982000	2622000	3222000	2742000	2742000	
247	2859000	2979000	2619000	3219000	2739000	2739000	
248	2880000	2976000	2616000	3336000	2736000	2736000	
249	2901000	2973000	2613000	3333000	2853000	2733000	
250	2970000	2970000	2610000	3450000	2970000	2850000	
251	3015000	2967000	2607000	3567000	2967000	2967000	
252	3036000	2964000	2604000	3564000	3084000	2964000	
253	3057000	2961000	2601000	3681000	3081000	2961000	
254	3078000	2958000	2598000	3798000	3078000	2958000	
255	3075000	2955000	2595000	3795000	3075000	2955000	
256	3120000	2952000	2712000	3912000	3072000	2952000	
257	3165000	2949000	2709000	4029000	3069000	3069000	
258	3162000	2946000	2706000	4026000	3066000	3066000	
259	3183000	2943000	2703000	4023000	3063000	3183000	
260	3204000	3060000	2700000	4020000	3060000	3180000	
261	3225000	3057000	2817000	4017000	3057000	3177000	
262	3246000	3054000	2814000	4134000	3054000	3174000	
263	3267000	3171000	2811000	4131000	3051000	3171000	
264	3264000	3168000	2808000	4128000	3048000	3168000	
265	3261000	3165000	2805000	4125000	3045000	3165000	
266	3282000	3162000	2802000	4122000	3162000	3162000	
267	3327000	3279000	2799000	4119000	3279000	3159000	
268	3348000	3276000	2796000	4116000	3276000	3276000	
269	3369000	3273000	2793000	4113000	3393000	3273000	
270	3390000	3270000	2790000	4110000	3510000	3270000	
271	3435000	3387000	2787000	4107000	3627000	3267000	
272	3456000	3504000	2784000	4104000	3624000	3264000	
273	3501000	3501000	2901000	4101000	3741000	3261000	
274	3522000	3498000	2898000	4098000	3858000	3258000	
275	3543000	3495000	3015000	4095000	3855000	3255000	
276	3564000	3492000	3012000	4092000	3852000	3372000	
277	3609000	3489000	3009000	4089000	3969000	3489000	
278	3630000	3606000	3006000	4086000	3966000	3486000	
279	3651000	3723000	3003000	4083000	3963000	3483000	
280	3648000	3720000	3e+06	4080000	3960000	3480000	
281	3669000	3717000	3117000	4077000	3957000	3477000	
282	3714000	3714000	3114000	4194000	4074000	3474000	
283	3807000	3711000	3231000	4311000	4191000	3591000	
284	3804000	3708000	3228000	4308000	4188000	3588000	
285	3897000	3825000	3225000	4425000	4305000	3705000	
286	3918000	3822000	3222000	4422000	4302000	3822000	
287	3939000	3939000	3219000	4419000	4299000	3819000	
288	3960000	3936000	3216000	4536000	4296000	3816000	
289	3957000	3933000	3213000	4533000	4293000	3813000	
290	3954000	3930000	3210000	4530000	4290000	3810000	
291	3975000	3927000	3207000	4527000	4287000	3927000	
292	3972000	3924000	3204000	4524000	4284000	3924000	
293	4017000	4041000	3201000	4641000	4281000	3921000	
294	4014000	4038000	3198000	4638000	4278000	3918000	
295	4011000	4035000	3195000	4635000	4275000	3915000	
296	4008000	4032000	3192000	4632000	4272000	3912000	
297	4029000	4029000	3189000	4749000	4269000	3909000	
298	4074000	4026000	3186000	4746000	4386000	4026000	
299	4071000	4023000	3183000	4743000	4383000	4023000	
300	4068000	4020000	3180000	4740000	4380000	4020000	
301	4065000	4017000	3177000	4737000	4377000	4017000	
302	4062000	4014000	3174000	4734000	4374000	4014000	
303	4083000	4011000	3171000	4731000	4371000	4131000	
304	4104000	4128000	3168000	4728000	4368000	4128000	
305	4149000	4125000	3285000	4845000	4365000	4125000	
306	4146000	4122000	3282000	4842000	4362000	4122000	
307	4143000	4119000	3279000	4839000	4359000	4119000	
308	4140000	4116000	3276000	4836000	4356000	4116000	
309	4161000	4233000	3273000	4833000	4353000	4113000	
310	4158000	4230000	3270000	4830000	4350000	4110000	
311	4155000	4227000	3267000	4827000	4347000	4107000	
312	4176000	4224000	3384000	4824000	4344000	4104000	
313	4173000	4221000	3381000	4821000	4341000	4101000	
314	4170000	4218000	3378000	4818000	4338000	4098000	
315	4215000	4215000	3375000	4935000	4335000	4215000	
316	4236000	4332000	3372000	4932000	4332000	4212000	
317	4281000	4449000	3369000	4929000	4329000	4329000	
318	4326000	4446000	3486000	4926000	4446000	4326000	
319	4395000	4563000	3483000	5043000	4443000	4443000	
320	4392000	4560000	3480000	5040000	4440000	4440000	
321	4485000	4677000	3597000	5037000	4557000	4557000	
322	4530000	4674000	3714000	5154000	4554000	4554000	
323	4551000	4671000	3711000	5151000	4551000	4671000	
324	4596000	4668000	3708000	5268000	4548000	4788000	
325	4593000	4665000	3705000	5265000	4545000	4785000	
326	4614000	4662000	3702000	5262000	4542000	4902000	
327	4635000	4779000	3699000	5259000	4539000	4899000	
328	4680000	4776000	3816000	5256000	4536000	5016000	
329	4701000	4773000	3813000	5253000	4653000	5013000	
330	4722000	4770000	3930000	5250000	4650000	5010000	
331	4743000	4767000	3927000	5367000	4647000	5007000	
332	4764000	4884000	3924000	5364000	4644000	5004000	
333	4761000	4881000	3921000	5361000	4641000	5001000	
334	4758000	4878000	3918000	5358000	4638000	4998000	
335	4755000	4875000	3915000	5355000	4635000	4995000	
336	4800000	4992000	4032000	5352000	4632000	4992000	
337	4821000	4989000	4029000	5469000	4629000	4989000	
338	4818000	4986000	4026000	5466000	4626000	4986000	
339	4815000	4983000	4023000	5463000	4623000	4983000	
340	4836000	4980000	4140000	5460000	4620000	4980000	
341	4881000	5097000	4137000	5457000	4737000	4977000	
342	4902000	5094000	4254000	5454000	4734000	4974000	
343	4923000	5091000	4371000	5451000	4731000	4971000	
344	4944000	5088000	4368000	5448000	4848000	4968000	
345	4941000	5085000	4365000	5445000	4845000	4965000	
346	4962000	5082000	4362000	5562000	4842000	4962000	
347	5007000	5199000	4359000	5559000	4959000	4959000	
348	5028000	5316000	4356000	5556000	4956000	4956000	
349	5049000	5313000	4353000	5673000	4953000	4953000	
350	5046000	5310000	4350000	5670000	4950000	4950000	
351	5067000	5307000	4347000	5667000	4947000	5067000	
352	5064000	5304000	4344000	5664000	4944000	5064000	
353	5085000	5301000	4341000	5781000	4941000	5061000	
354	5130000	5418000	4338000	5898000	4938000	5058000	
355	5127000	5415000	4335000	5895000	4935000	5055000	
356	5172000	5532000	4332000	6012000	4932000	5052000	
357	5217000	5529000	4329000	6009000	5049000	5169000	
358	5238000	5526000	4326000	6126000	5046000	5166000	
359	5235000	5523000	4323000	6123000	5043000	5163000	
360	5232000	5520000	4320000	6120000	5040000	5160000	
361	5229000	5517000	4317000	6117000	5037000	5157000	
362	5226000	5514000	4314000	6114000	5034000	5154000	
363	5223000	5511000	4311000	6111000	5031000	5151000	
364	5220000	5508000	4308000	6108000	5028000	5148000	
365	5217000	5505000	4305000	6105000	5025000	5145000	
366	5262000	5502000	4302000	6102000	5142000	5262000	
367	5283000	5499000	4419000	6099000	5139000	5259000	
368	5328000	5616000	4416000	6096000	5136000	5376000	
369	5349000	5613000	4413000	6093000	5133000	5493000	
370	5394000	5730000	4530000	6090000	5130000	5490000	
371	5391000	5727000	4527000	6087000	5127000	5487000	
372	5412000	5844000	4524000	6084000	5124000	5484000	
373	5433000	5841000	4521000	6201000	5121000	5481000	
374	5454000	5838000	4638000	6198000	5118000	5478000	
375	5451000	5835000	4635000	6195000	5115000	5475000	
376	5448000	5832000	4632000	6192000	5112000	5472000	
377	5445000	5829000	4629000	6189000	5109000	5469000	
378	5442000	5826000	4626000	6186000	5106000	5466000	
379	5463000	5823000	4623000	6183000	5103000	5583000	
380	5460000	5820000	4620000	6180000	5100000	5580000	
381	5481000	5817000	4617000	6177000	5097000	5697000	
382	5502000	5814000	4614000	6174000	5094000	5814000	
383	5499000	5811000	4611000	6171000	5091000	5811000	
384	5520000	5808000	4608000	6168000	5088000	5928000	
385	5565000	5805000	4605000	6285000	5205000	5925000	
386	5562000	5802000	4602000	6282000	5202000	5922000	
387	5583000	5799000	4719000	6279000	5199000	5919000	
388	5580000	5796000	4716000	6276000	5196000	5916000	
389	5577000	5793000	4713000	6273000	5193000	5913000	
390	5622000	5790000	4830000	6390000	5190000	5910000	
391	5619000	5787000	4827000	6387000	5187000	5907000	
392	5664000	5784000	4824000	6384000	5304000	6024000	
393	5661000	5781000	4821000	6381000	5301000	6021000	
394	5658000	5778000	4818000	6378000	5298000	6018000	
395	5679000	5775000	4935000	6375000	5295000	6015000	
396	5724000	5772000	4932000	6492000	5292000	6132000	
397	5745000	5769000	4929000	6489000	5289000	6249000	
398	5790000	5886000	5046000	6486000	5286000	6246000	
399	5787000	5883000	5043000	6483000	5283000	6243000	
400	5808000	5880000	5040000	6480000	5280000	6360000	
401	5805000	5877000	5037000	6477000	5277000	6357000	
402	5802000	5874000	5034000	6474000	5274000	6354000	
403	5799000	5871000	5031000	6471000	5271000	6351000	
404	5820000	5868000	5028000	6468000	5388000	6348000	
405	5865000	5985000	5025000	6465000	5505000	6345000	
406	5862000	5982000	5022000	6462000	5502000	6342000	
407	5859000	5979000	5019000	6459000	5499000	6339000	
408	5880000	5976000	5136000	6456000	5496000	6336000	
409	5901000	5973000	5133000	6453000	5613000	6333000	
410	5922000	5970000	5130000	6570000	5610000	6330000	
411	5943000	5967000	5247000	6567000	5607000	6327000	
412	5940000	5964000	5244000	6564000	5604000	6324000	
413	5937000	5961000	5241000	6561000	5601000	6321000	
414	5958000	5958000	5358000	6558000	5598000	6318000	
415	6003000	5955000	5475000	6555000	5595000	6435000	
416	6048000	5952000	5472000	6672000	5712000	6432000	
417	6069000	5949000	5589000	6669000	5709000	6429000	
418	6114000	5946000	5586000	6786000	5826000	6426000	
419	6135000	5943000	5583000	6783000	5943000	6423000	
420	6156000	6060000	5580000	6780000	5940000	6420000	
421	6201000	6177000	5577000	6777000	6057000	6417000	
422	6270000	6294000	5694000	6894000	6054000	6414000	
423	6267000	6291000	5691000	6891000	6051000	6411000	
424	6288000	6288000	5688000	6888000	6168000	6408000	
425	6309000	6405000	5685000	6885000	6165000	6405000	
426	6306000	6402000	5682000	6882000	6162000	6402000	
427	6303000	6399000	5679000	6879000	6159000	6399000	
428	6300000	6396000	5676000	6876000	6156000	6396000	
429	6297000	6393000	5673000	6873000	6153000	6393000	
430	6318000	6390000	5670000	6870000	6150000	6510000	
431	6339000	6387000	5667000	6987000	6147000	6507000	
432	6336000	6384000	5664000	6984000	6144000	6504000	
433	6333000	6381000	5661000	6981000	6141000	6501000	
434	6354000	6378000	5658000	6978000	6138000	6618000	
435	6351000	6375000	5655000	6975000	6135000	6615000	
436	6348000	6372000	5652000	6972000	6132000	6612000	
437	6393000	6369000	5769000	6969000	6129000	6729000	
438	6414000	6366000	5766000	7086000	6126000	6726000	
439	6411000	6363000	5763000	7083000	6123000	6723000	
440	6432000	6360000	5880000	7080000	6120000	6720000	
441	6453000	6357000	5997000	7077000	6117000	6717000	
442	6522000	6474000	5994000	7194000	6114000	6834000	
443	6543000	6471000	6111000	7191000	6111000	6831000	
444	6564000	6468000	6108000	7188000	6108000	6948000	
445	6585000	6465000	6105000	7185000	6225000	6945000	
446	6630000	6582000	6102000	7182000	6222000	7062000	
447	6651000	6579000	6099000	7179000	6219000	7179000	
448	6672000	6576000	6216000	7176000	6216000	7176000	
449	6693000	6573000	6213000	7173000	6333000	7173000	
450	6714000	6690000	6210000	7170000	6330000	7170000	
451	6711000	6687000	6207000	7167000	6327000	7167000	
452	6756000	6804000	6204000	7164000	6444000	7164000	
453	6777000	6801000	6201000	7161000	6441000	7281000	
454	6774000	6798000	6198000	7158000	6438000	7278000	
455	6771000	6795000	6195000	7155000	6435000	7275000	
456	6792000	6792000	6312000	7152000	6432000	7272000	
457	6813000	6789000	6309000	7149000	6429000	7389000	
458	6834000	6786000	6306000	7146000	6546000	7386000	
459	6855000	6783000	6303000	7143000	6543000	7503000	
460	6876000	6780000	6300000	7140000	6540000	7620000	
461	6897000	6777000	6417000	7137000	6537000	7617000	
462	6918000	6774000	6414000	7134000	6534000	7734000	
463	6963000	6771000	6411000	7131000	6651000	7851000	
464	6984000	6768000	6528000	7128000	6648000	7848000	
465	7005000	6885000	6525000	7125000	6645000	7845000	
466	7050000	7002000	6522000	7242000	6642000	7842000	
467	7095000	7119000	6519000	7239000	6759000	7839000	
468	7140000	7236000	6516000	7356000	6756000	7836000	
469	7137000	7233000	6513000	7353000	6753000	7833000	
470	7182000	7230000	6510000	7350000	6870000	7950000	
471	7227000	7347000	6507000	7347000	6987000	7947000	
472	7248000	7344000	6504000	7464000	6984000	7944000	
473	7269000	7341000	6501000	7461000	6981000	8061000	
474	7314000	7338000	6618000	7458000	7098000	8058000	
475	7335000	7335000	6615000	7575000	7095000	8055000	
476	7332000	7332000	6612000	7572000	7092000	8052000	
477	7353000	7449000	6609000	7569000	7089000	8049000	
478	7374000	7446000	6606000	7686000	7086000	8046000	
479	7395000	7563000	6603000	7683000	7083000	8043000	
480	7416000	7560000	6600000	7680000	7200000	8040000	
481	7413000	7557000	6597000	7677000	7197000	8037000	
482	7434000	7554000	6594000	7674000	7194000	8154000	
483	7431000	7551000	6591000	7671000	7191000	8151000	
484	7476000	7548000	6588000	7788000	7188000	8268000	
485	7521000	7545000	6705000	7785000	7305000	8265000	
486	7542000	7542000	6702000	7782000	7422000	8262000	
487	7539000	7539000	6699000	7779000	7419000	8259000	
488	7536000	7536000	6696000	7776000	7416000	8256000	
489	7533000	7533000	6693000	7773000	7413000	8253000	
490	7554000	7530000	6810000	7770000	7410000	8250000	
491	7551000	7527000	6807000	7767000	7407000	8247000	
492	7548000	7524000	6804000	7764000	7404000	8244000	
493	7569000	7521000	6801000	7761000	7401000	8361000	
494	7566000	7518000	6798000	7758000	7398000	8358000	
495	7587000	7515000	6795000	7875000	7395000	8355000	
496	7656000	7632000	6912000	7872000	7392000	8472000	
497	7653000	7629000	6909000	7869000	7389000	8469000	
498	7674000	7626000	6906000	7986000	7386000	8466000	
499	7719000	7623000	6903000	8103000	7503000	8463000	
500	7788000	7740000	6900000	8100000	7620000	8580000	
501	7809000	7737000	6897000	8217000	7617000	8577000	
502	7806000	7734000	6894000	8214000	7614000	8574000	
503	7827000	7731000	6891000	8331000	7611000	8571000	
504	7848000	7728000	7008000	8328000	7608000	8568000	
505	7845000	7725000	7005000	8325000	7605000	8565000	
506	7842000	7722000	7002000	8322000	7602000	8562000	
507	7863000	7839000	6999000	8319000	7599000	8559000	
508	7908000	7956000	6996000	8436000	7596000	8556000	
509	7953000	8073000	7113000	8433000	7593000	8553000	
510	7974000	8070000	7110000	8430000	7710000	8550000	
511	7971000	8067000	7107000	8427000	7707000	8547000	
512	7968000	8064000	7104000	8424000	7704000	8544000	
513	7989000	8061000	7101000	8421000	7821000	8541000	
514	8010000	8058000	7098000	8538000	7818000	8538000	
515	8055000	8175000	7095000	8535000	7935000	8535000	
516	8052000	8172000	7092000	8532000	7932000	8532000	
517	8049000	8169000	7089000	8529000	7929000	8529000	
518	8070000	8166000	7086000	8526000	8046000	8526000	
519	8067000	8163000	7083000	8523000	8043000	8523000	
520	8064000	8160000	7080000	8520000	8040000	8520000	
521	8085000	8277000	7077000	8517000	8037000	8517000	
522	8082000	8274000	7074000	8514000	8034000	8514000	
523	8103000	8271000	7191000	8511000	8031000	8511000	
524	8100000	8268000	7188000	8508000	8028000	8508000	
525	8097000	8265000	7185000	8505000	8025000	8505000	
526	8142000	8262000	7182000	8622000	8022000	8622000	
527	8139000	8259000	7179000	8619000	8019000	8619000	
528	8160000	8256000	7176000	8616000	8136000	8616000	
529	8229000	8373000	7173000	8613000	8253000	8733000	
530	8250000	8370000	7170000	8730000	8250000	8730000	
531	8247000	8367000	7167000	8727000	8247000	8727000	
532	8244000	8364000	7164000	8724000	8244000	8724000	
533	8241000	8361000	7161000	8721000	8241000	8721000	
534	8262000	8358000	7158000	8718000	8238000	8838000	
535	8259000	8355000	7155000	8715000	8235000	8835000	
536	8280000	8352000	7272000	8712000	8232000	8832000	
537	8301000	8349000	7389000	8709000	8229000	8829000	
538	8322000	8346000	7386000	8706000	8226000	8946000	
