Feature	Gain	Cover	Frequency
rf_002_015	0.0819267629560335	0.00364668515343712	0.00106956086082762
mcaja_ahorro_rank_lag1	0.0349900053408907	0.00235521661433117	0.00146360959902726
vm_status02_tend6	0.0252175441917535	0.0025669280873025	0.00162685836199569
rf_001_025	0.0229314358298884	0.00209513787756815	0.00318616551172858
rf_012_022	0.0216236647408785	0.00148477674009543	0.003349414274697
vm_status01_tend6	0.0168647741742174	0.000647489108622125	0.000264575581362621
foto_mes	0.0158811025338985	0.00436860112949452	0.00144672179596156
Visa_Fvencimiento_lag1	0.0155246613416699	0.00128818405170373	0.00191958028180114
vm_msaldopesos_rank_lag1	0.0138321418011463	0.00153876796998516	0.00179573639265268
Visa_mpagospesos_rank_lag1	0.011490289342124	0.00301851449603799	0.00524647748574388
rf_004_026	0.010559729836387	0.00125852622727603	0.000709287728759366
rf_013_015	0.0101319173898316	0.0015025876658664	0.00104704379007335
ctrx_quarter_normalizado_lag2	0.00987568868605775	0.00261067761184252	0.00336067281007414
mcuentas_saldo_rank	0.00904741111232246	0.00332003663550227	0.00126095596223887
rf_020_027	0.00863512262168654	0.000725909801497854	0.000619219445742303
rf_016_015	0.00856742455926107	0.00144440809277214	0.00203779490326103
ctrx_quarter_normalizado	0.00852554420961508	0.0015512259509265	0.000844390153284959
rf_019_024	0.00710705161519823	0.00109239819027959	0.00112022427002471
mcuenta_corriente_rank	0.00685940627954618	0.0036667025905703	0.00252191192447775
rf_006_022	0.00653272155329948	0.00135893517241815	0.000804985279464994
mextraccion_autoservicio_rank_lag1	0.00620076760651836	0.000777688385430981	0.000354643864379683
vm_status01	0.00596813493301021	0.000511935813429616	0.000270204849051187
vm_mpagospesos_rank_lag1	0.00593062356145274	0.00037155211304625	0.000315238990559718
Visa_mpagospesos_rank_tend6	0.0059133291133573	0.00379611842855274	0.00731241872744775
mcomisiones_otras_rank_delta2	0.00569990375292439	0.00407521617164964	0.00900682830170623
cdescubierto_preacordado_delta2	0.00568233437460737	0.00201417687471246	0.000298351187494019
vm_status02	0.00534232522700646	0.00301395846058164	0.00181825346340695
mprestamos_personales_rank	0.00517540685095438	0.00542147814110628	0.00120466328535321
rf_008_021	0.00478961883333016	0.00064828974987367	0.000129473156837027
vm_mpagospesos_rank	0.004751903817382	0.00121287819913427	0.00135102424525593
mcuenta_corriente_rank_lag2	0.00425818285674392	0.00259330597415216	0.00197024369099824
mcuentas_saldo_rank_tend6	0.00391696651335303	0.00377000596515409	0.00287092652116886
mprestamos_personales_rank_delta1	0.00388688906808409	0.00511755387340088	0.000940087703990588
mrentabilidad_rank_delta2	0.00358276223586795	0.00487218553615615	0.00944591118141441
mprestamos_personales_rank_tend6	0.00351458938827084	0.00377422863652645	0.000810614547153561
mrentabilidad_annual_rank	0.00342319633141206	0.00345433729764005	0.00422758003411336
rf_020_015	0.00335496114897567	0.00107948481794734	0.000630477981119436
mrentabilidad_annual_rank_lag2	0.00326508213335417	0.00427543693585155	0.00627100420506296
mtarjeta_visa_consumo_rank_tend6	0.00315362792581443	0.00177836352609605	0.00183514126647264
rf_003_015	0.00306944318573016	0.00124973939210974	0.00158182422048716
mpasivos_margen_rank_lag1	0.00302774217522328	0.00221927159972546	0.0026964192228233
ccomisiones_mantenimiento_tend6	0.00300432332112478	0.00396270469419	0.000585443839610905
ctarjeta_visa_transacciones_tend6	0.00298442235530574	0.00235574257911849	0.0014579803313387
mautoservicio_rank_delta2	0.00291399791159185	0.00231026690751854	0.00266827288438047
rf_012_013	0.00290362935007557	0.00135988986867155	0.00104141452238478
ctarjeta_debito_transacciones_lag1	0.00289113520007129	0.000957753863051397	0.000506634091970976
mpasivos_margen_rank_delta2	0.00285055117464887	0.00365940587394442	0.00788660403168152
rf_004_016	0.00280658730281003	0.000435905465261593	0.000427824344331046
mactivos_margen_rank	0.00277389773809016	0.00459845034875345	0.0034507410930912
mcaja_ahorro_rank_delta2	0.00277388283731343	0.00362287364859362	0.00249376558603491
mactivos_margen_rank_lag2	0.00269560000448337	0.00415172898010636	0.00587695546686332
rf_009_023	0.00262802977016162	0.00133475313807293	0.00167189250350422
cdescubierto_preacordado_delta1	0.00262578210870297	0.000772195060632844	9.56975507056287e-05
mpasivos_margen_rank_delta1	0.00259447535492769	0.00293110490979294	0.00513389213197255
rf_014_023	0.00255268187577772	0.00168318905142922	0.00300602894569445
vm_Finiciomora	0.00254166578601988	0.0010343075432433	0.000163248762968425
mrentabilidad_rank_lag1	0.00250762464419545	0.0029511251074936	0.00457096536311591
mcuenta_debitos_automaticos_rank	0.00250537174777878	0.00184689402588115	0.00088942429479349
mprestamos_personales_rank_delta2	0.00246334824672597	0.00162764454223757	0.000337756061313984
Master_mlimitecompra_rank_delta2	0.00243939813055178	0.00373281306954729	0.00689022365080527
Visa_mpagospesos_rank_delta1	0.00238856825479441	0.00272518411052245	0.00622597006355443
mautoservicio_rank_lag2	0.00237888322663937	0.00206579733947494	0.00253879972754344
vm_fechaalta_lag2	0.00236041144782294	0.00261052762100946	0.00372657520983095
Visa_msaldopesos_rank_delta2	0.00233196515992102	0.0020241182405447	0.00358021424992823
tcallcenter_delta2	0.00232058455397998	0.0022504329109972	0.00152553154360149
mv_status07_rank_tend6	0.0023087647720464	0.000619300468431445	0.000118214621459894
Visa_msaldopesos_rank	0.00230191522424601	0.00244872733587528	0.00340570695158267
Visa_mpagominimo_rank	0.00227814981682153	0.00286370892655957	0.00404181420039067
mcuentas_saldo_rank_delta1	0.00227763728018889	0.00259243979498378	0.00233051682306649
Master_fechaalta_lag2	0.00227087031837234	0.00321989582325701	0.00529151162725241
Visa_mconsumototal_rank_delta1	0.00222726021184441	0.00220725881141184	0.00443586293859032
Visa_mconsumospesos_rank_tend6	0.00218481231325637	0.00274758455641086	0.00578688718384625
mcomisiones_rank_delta1	0.00218446564640379	0.00283093682416342	0.00484679947985567
rf_007_025	0.0021818503021342	0.00137766631290984	0.000743063334890764
mcomisiones_otras_rank_lag1	0.00218044235393614	0.0032668921074437	0.00504382384895549
Visa_mconsumospesos_rank_lag1	0.00217855135363054	0.00282956650913947	0.00588821400224045
vmr_mconsumospesos_lag1	0.00217593631859131	0.000589508168582346	0.000636107248808003
