Feature	Gain	Cover	Frequency
rf_003_015	0.0602044309585412	0.002779500382534	0.000498219431690153
rf_010_017	0.0219881389331634	0.00229395542612139	0.000351018235963517
rf_006_015	0.0217163803930303	0.00228063231686736	0.0005321889383963
active_quarter	0.0178496779330848	0.0021646075195484	0.00058314319845552
rf_015_014	0.0177886561667043	0.00115537777434653	0.00103040837008645
rf_012_022	0.0105798162924901	0.00117054938466504	0.00251374349625486
Visa_mpagominimo_rank	0.0105193218287938	0.00236882000136824	0.00254205141850998
rf_015_023	0.0104536370074323	0.00113907503116492	0.00254771300296101
vm_status05_delta2	0.00926402017205232	0.00094032346315998	0.000186832286883807
mpayroll_rank_lag2	0.00922426268747552	0.00121219644451577	0.000588804782906544
ctrx_quarter	0.00887710652311782	0.00100317696222415	0.000645420627416789
Master_mfinanciacion_limite_rank_lag2	0.00873650938963602	0.00155321980649302	0.00297799342123887
cdescubierto_preacordado	0.00869964984320385	0.00175797611747992	0.000781298654241376
mcuenta_corriente_rank_lag2	0.00831616895667054	0.00265129343227226	0.0013191491770887
vm_status01	0.00803134506269356	0.0010427525825998	0.00063409745851474
mtransferencias_recibidas_rank	0.007593503764537	0.00135675045889487	0.00114930164355797
rf_004_016	0.00756047396148023	0.000972978015466542	0.00100776203228235
Visa_mconsumosdolares_rank_delta1	0.00738928386934302	0.0011316555064608	0.00221934110480159
mcomisiones_mantenimiento_rank_tend6	0.00691398023776265	0.00221425484173475	0.00138142660604997
vm_status02	0.00680694630298554	0.001206091928131	0.000837914498751621
mcuentas_saldo_rank	0.00646190458997213	0.0026724025603571	0.000651082211867813
mautoservicio_rank	0.00631479579152123	0.00117232429963885	0.000758652316437278
rf_006_022	0.00601458104967215	0.00129143743003222	0.000537850522847324
Visa_mconsumosdolares_rank_lag1	0.00572548009270976	0.00214953083503036	0.00353282869743927
mprestamos_personales_rank	0.00570808585240577	0.00311712183055695	0.000577481614004495
rf_005_015	0.0054739725590553	0.000678687181635537	0.000351018235963517
Visa_status	0.0054734938949351	0.00157048150288399	0.000628435874063716
rf_001_021	0.00529182118864433	0.000713906269476076	0.000520865769494251
rf_005_020	0.00502964094067974	0.00120433117123388	0.00230426487156696
vm_mpagospesos_rank_lag1	0.00502084424198726	0.000752640330694982	0.000888868758810841
Visa_msaldodolares_rank_delta1	0.00471185387562495	0.000607971487132235	0.000543512107298349
rf_020_026	0.00464018288184623	0.00130228523554363	0.00270057578313867
Visa_mconsumospesos_rank	0.00439500626448311	0.00170533066866073	0.00286476173221838
mautoservicio_rank_lag1	0.00439377406896524	0.00115584804307162	0.000917176681065963
mpayroll_sobre_edad_rank_lag1	0.00435250912154251	0.00130731255825966	0.000481234678337079
mpasivos_margen_rank_delta2	0.00433728321664153	0.00252306232094486	0.00531056621506095
ctarjeta_debito_transacciones_lag2	0.00430441019755218	0.00111993674839429	0.00112665530575387
Visa_mpagospesos_rank	0.00421687837413533	0.00135173031781194	0.00237786546943028
Master_delinquency_tend6	0.00421293480332007	0.00129564727771111	0.000622774289612691
mpasivos_margen_rank_lag1	0.00407720592780067	0.00189491018829382	0.00211743258468315
mpayroll_rank	0.00395212926713887	0.00144805427964975	0.000283079222551223
mpagomiscuentas_rank	0.00393816646809705	0.000796823481682848	0.000469911509435031
Visa_mpagominimo_rank_lag1	0.00389321370793817	0.00207205606958193	0.0028930696544735
Visa_mconsumototal_rank_tend6	0.00389013912917097	0.00164380318120378	0.00309688669471038
mcaja_ahorro_rank_lag2	0.00387939264044128	0.00188860248298949	0.000854899252104694
rf_003_026	0.00383189702586961	0.000742548212527305	0.000362341404865566
vm_status01_tend6	0.00377061319998802	0.000881673989522143	0.000554835276200398
vmr_msaldopesos2_lag2	0.00374448073551989	0.00127719735447382	0.001851338115485
mprestamos_personales_rank_lag1	0.00366405034712708	0.00234510540244071	0.000594466367357569
Visa_msaldototal_rank	0.00365952686095034	0.00144845639980638	0.00185699969993602
mcuentas_saldo_rank_lag1	0.00358378749126103	0.00181177770663465	0.00112665530575387
Visa_Finiciomora	0.00358016373550163	0.00223180128987843	0.000384987742669664
mprestamos_personales_rank_tend6	0.00352518370632557	0.00257421445175411	0.000571820029553471
mprestamos_personales_rank_delta1	0.00334356744456708	0.00356625813855084	0.000605789536259618
mcuentas_saldo_rank_delta2	0.00321246021335078	0.00258139613615893	0.0028704233166694
mcaja_ahorro_rank	0.00318001862743968	0.00135657391896387	0.000588804782906544
Visa_mpagospesos_rank_lag2	0.00316175924204434	0.00156143887780021	0.00278549954990404
mpayroll_sobre_edad_rank	0.00312025123120818	0.00111049454237414	0.000311387144806346
rf_015_017	0.00310467024151715	0.000969800245411259	0.000764313900888303
mpayroll_sobre_edad_rank_lag2	0.0030501619462	0.00121489589215741	0.000526527353945275
rf_018_026	0.00304483111063314	0.00181120194484895	0.00422354200046425
mcuentas_saldo_rank_tend6	0.00301119592151513	0.00183739156538351	0.00181736860877885
Visa_status_delta1	0.00298805599146827	0.000760476261875889	0.000588804782906544
mcomisiones_otras_rank_delta2	0.00297691213804576	0.00258450370575059	0.00590503258241852
mactivos_margen_rank_delta2	0.00293165522872405	0.00364488601778943	0.00666368489885579
rf_009_015	0.00277318907856211	0.00138392929809259	0.00255903617186306
cprestamos_personales_delta2	0.0027364698277282	0.000779896885422407	0.000113231689020489
rf_001_025	0.0027248792620436	0.00117059691168699	0.00260432884747125
rf_010_026	0.00266428744817005	0.000564608991619033	0.000424618833826835
mrentabilidad_annual_rank_lag2	0.00258615840467911	0.00232761830536492	0.00362341404865566
mextraccion_autoservicio_rank_lag1	0.00236358509743041	0.000904234833442268	0.00058314319845552
Visa_cconsumos_tend6	0.0023036546815267	0.00196710855660084	0.00309122511025936
mprestamos_personales_rank_delta2	0.00228918557416715	0.00371144341848008	0.000769975485339327
mcomisiones_otras_rank	0.00217843287743476	0.00183660140620086	0.00267226786088355
mcomisiones_rank_tend6	0.00217207244012447	0.0020967390860853	0.00237786546943028
mrentabilidad_annual_rank_delta1	0.00213851396103272	0.00198250556760416	0.00408200238918864
cdescubierto_preacordado_delta1	0.00213799007463034	0.00126041267241332	0.000141539611275612
ctrx_quarter_normalizado_delta1	0.00213437497052517	0.000846100077708717	0.000475573093886055
mpasivos_margen_rank_delta1	0.00212003007166611	0.002073247374271	0.00374230732212717
Visa_mpagospesos_rank_lag1	0.00210572500895845	0.00154089815032714	0.0029157159922776
vm_fechaalta	0.00205748922450248	0.00165367661864334	0.00256469775631408
mautoservicio_rank_delta1	0.00205482144075711	0.00102953948057577	0.000594466367357569
mactivos_margen_rank_delta1	0.00204194750284428	0.003043194509728	0.0044669901318583
cdescubierto_preacordado_delta2	0.00203983847698586	0.00119065039100241	0.000152862780177661
mrentabilidad_rank_delta1	0.00203042409950526	0.00259629104841328	0.00479536203001772
Visa_mpagospesos_rank_tend6	0.00203012949843704	0.00197628619638704	0.00408766397363966
mcomisiones_otras_rank_delta1	0.0020200571831119	0.0020843640806449	0.00370833781542102
Visa_msaldopesos_rank	0.00198163292598675	0.00168966478244361	0.00268925261423662
mpasivos_margen_rank_lag2	0.0019535369168186	0.00243051020411245	0.00434243527393576
chomebanking_transacciones_delta1	0.0019317769857362	0.00311023043802181	0.00377061524438229
internet_tend6	0.00191438065102471	0.00301706105982382	0.000424618833826835
mrentabilidad_rank_delta2	0.00191158370090368	0.00275076200040961	0.00498219431690153
mrentabilidad_annual_rank_delta2	0.00189522028083768	0.00257008983467099	0.0047897004455667
mrentabilidad_rank_lag2	0.00187197485669511	0.00242583778231537	0.00366304513981283
ctarjeta_visa_transacciones	0.00185584015506361	0.00112802557565533	0.000594466367357569
ctrx_quarter_normalizado_tend6	0.0018551658098617	0.00240387904138524	0.00146068878836431
Master_mfinanciacion_limite_rank_tend6	0.00184189679176921	0.00315581323800493	0.00447831330076035
mcomisiones_otras_rank_tend6	0.0018133034215502	0.00208787543755803	0.00250242032735281
mcuenta_corriente_rank	0.0018063979226629	0.00311511428196783	0.00187964603774012
mtarjeta_visa_consumo_rank_delta2	0.00180159296815819	0.00112856694254819	0.00138708819050099
Master_fechaalta_lag2	0.00179672005094463	0.00239648565269589	0.00401406337577635
mautoservicio_rank_lag2	0.00178963586701615	0.00173591398668173	0.00211743258468315
mcomisiones_otras_rank_lag2	0.00178366072310602	0.00175950547189884	0.00339128908616365
rf_018_008	0.00178307850834434	0.000555680734042484	0.000283079222551223
Visa_mfinanciacion_limite_rank	0.00176978446946537	0.00156158356205864	0.00275153004319789
mactivos_margen_rank	0.00175593149755836	0.00286336244117081	0.00153995097067865
matm_rank	0.00173010007805811	0.000817185283896786	0.000469911509435031
