Feature	Gain	Cover	Frequency
vm_status06_delta2	0.0390019542060335	0.00146557558369345	0.000259840746493594
rf_004_016	0.034606921971301	0.00287841080670364	0.000329131612225218
ctrx_quarter_normalizado	0.0241750749720248	0.00147314619012614	0.000796844955913687
active_quarter	0.0231529601389064	0.00250555507784094	0.000259840746493594
cdescubierto_preacordado	0.0157526794612864	0.00183696664173974	0.000652488985639468
rf_008_021	0.013980236647259	0.00228264996490834	0.000635166269206562
ctrx_quarter	0.0136000624105702	0.00162151847021563	0.000952749403809843
mpasivos_margen_rank	0.0130243783050463	0.00250427597129532	0.00228082433033265
vmr_mpagominimo	0.0127395507147146	0.00143870247706976	0.00255798779325915
mpayroll_rank_lag2	0.0120179432148332	0.00123372501493512	0.000594746597529781
mcaja_ahorro_rank_lag2	0.0113772333153839	0.00147548612636844	0.000906555493322093
rf_002_015	0.0105827380644316	0.000966391746899096	0.00131075221008991
rf_018_015	0.0101499662730125	0.00083071552630678	0.000525455731798156
mtarjeta_visa_consumo_rank	0.00990266006647584	0.00132294940086049	0.00121259015030344
mtransferencias_recibidas_rank	0.00940355870673107	0.00191240834737986	0.00146665665798606
rf_014_023	0.00819755480284178	0.00161819489332873	0.00146088241917509
Visa_mpagospesos_rank_lag2	0.00814865264854974	0.00256598968429091	0.00410548379459878
mcuenta_corriente_rank_lag1	0.00814253666997831	0.00279387603071576	0.00103358874716341
rf_014_022	0.00793571337532295	0.00161761725183397	0.00277740886807597
Visa_msaldototal_rank	0.0074959161834847	0.0015622867550045	0.00269079528591144
rf_006_015	0.00729011149859997	0.00181010214091899	0.00133962340414475
rf_010_026	0.00693637685476403	0.000752921436275142	0.00041574519438975
mcuenta_corriente_rank_delta2	0.00665781000805088	0.0018274735726185	0.00135117188176669
mpayroll_rank	0.00644004152775374	0.00142378390974841	0.000300260418170375
vm_status05_delta2	0.00639330599886644	0.00106615010934015	0.000346454328658125
mpasivos_margen_rank_lag2	0.00626452090240704	0.00212397211736658	0.00377057794356259
Visa_mpagominimo_rank_lag1	0.00582451102277565	0.00190555781242825	0.00255221355444819
mautoservicio_rank	0.00556440005588011	0.000909857569307587	0.000664037463261406
vm_fultimo_cierre	0.00532418959142231	0.001146127967924	0.00114329928457181
mprestamos_personales_rank_tend6	0.00476960793326742	0.0023120004900819	0.000606295075151718
rf_004_026	0.00468675947632238	0.000739977361221599	0.000542778448231062
rf_001_017	0.00466470132677916	0.00105316797926809	0.00193437000167453
rf_005_019	0.00438349244558301	0.00122366591031025	0.0021249198824365
mcaja_ahorro_rank	0.00428572327600657	0.00148080959185294	0.000802619194724655
mpayroll_sobre_edad_rank_lag2	0.00420109706809456	0.0014214179718752	0.000819941911157562
mprestamos_personales_rank_delta1	0.00409982788642127	0.00482447405450502	0.000808393433535624
