envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
1	45000	117000	117000	-3000	-3000	-3000	
2	90000	114000	114000	114000	-6000	114000	
3	111000	111000	111000	111000	-9000	231000	
4	132000	108000	108000	108000	108000	228000	
5	129000	105000	105000	105000	105000	225000	
6	126000	102000	102000	102000	102000	222000	
7	123000	99000	99000	99000	99000	219000	
8	120000	96000	96000	96000	96000	216000	
9	117000	93000	93000	93000	93000	213000	
10	138000	90000	90000	210000	90000	210000	
11	135000	87000	87000	207000	87000	207000	
12	132000	84000	84000	204000	84000	204000	
13	153000	81000	81000	201000	81000	321000	
14	174000	78000	78000	198000	198000	318000	
15	171000	75000	75000	195000	195000	315000	
16	168000	72000	72000	192000	192000	312000	
17	165000	69000	69000	189000	189000	309000	
18	186000	66000	186000	186000	186000	306000	
19	183000	63000	183000	183000	183000	303000	
20	228000	180000	180000	180000	3e+05	3e+05	
21	225000	177000	177000	177000	297000	297000	
22	222000	174000	174000	174000	294000	294000	
23	243000	291000	171000	171000	291000	291000	
24	240000	288000	168000	168000	288000	288000	
25	237000	285000	165000	165000	285000	285000	
26	234000	282000	162000	162000	282000	282000	
27	231000	279000	159000	159000	279000	279000	
28	228000	276000	156000	156000	276000	276000	
29	249000	273000	153000	273000	273000	273000	
30	246000	270000	150000	270000	270000	270000	
31	291000	387000	147000	267000	267000	387000	
32	288000	384000	144000	264000	264000	384000	
33	285000	381000	141000	261000	261000	381000	
34	282000	378000	138000	258000	258000	378000	
35	351000	495000	255000	375000	255000	375000	
36	348000	492000	252000	372000	252000	372000	
37	345000	489000	249000	369000	249000	369000	
38	390000	606000	246000	366000	366000	366000	
39	387000	603000	243000	363000	363000	363000	
40	384000	6e+05	240000	360000	360000	360000	
41	429000	597000	237000	477000	357000	477000	
42	426000	594000	234000	474000	354000	474000	
43	423000	591000	231000	471000	351000	471000	
44	420000	588000	228000	468000	348000	468000	
45	417000	585000	225000	465000	345000	465000	
46	414000	582000	222000	462000	342000	462000	
47	411000	579000	219000	459000	339000	459000	
48	408000	576000	216000	456000	336000	456000	
49	405000	573000	213000	453000	333000	453000	
50	402000	570000	210000	450000	330000	450000	
51	399000	567000	207000	447000	327000	447000	
52	396000	564000	204000	444000	324000	444000	
53	393000	561000	201000	441000	321000	441000	
54	390000	558000	198000	438000	318000	438000	
55	411000	675000	195000	435000	315000	435000	
56	408000	672000	192000	432000	312000	432000	
57	405000	669000	189000	429000	309000	429000	
58	402000	666000	186000	426000	306000	426000	
59	399000	663000	183000	423000	303000	423000	
60	396000	660000	180000	420000	3e+05	420000	
61	393000	657000	177000	417000	297000	417000	
62	390000	654000	174000	414000	294000	414000	
63	387000	651000	171000	411000	291000	411000	
64	384000	648000	168000	408000	288000	408000	
65	381000	645000	165000	405000	285000	405000	
66	402000	762000	162000	402000	282000	402000	
67	399000	759000	159000	399000	279000	399000	
68	396000	756000	156000	396000	276000	396000	
69	393000	753000	153000	393000	273000	393000	
70	414000	750000	150000	390000	390000	390000	
71	411000	747000	147000	387000	387000	387000	
72	432000	744000	144000	384000	504000	384000	
73	453000	741000	261000	381000	501000	381000	
74	474000	858000	258000	378000	498000	378000	
75	471000	855000	255000	375000	495000	375000	
76	468000	852000	252000	372000	492000	372000	
77	513000	849000	369000	369000	489000	489000	
78	534000	846000	486000	366000	486000	486000	
79	531000	843000	483000	363000	483000	483000	
80	576000	840000	480000	480000	6e+05	480000	
81	621000	837000	597000	597000	597000	477000	
82	642000	834000	594000	594000	594000	594000	
83	639000	831000	591000	591000	591000	591000	
84	636000	828000	588000	588000	588000	588000	
85	633000	825000	585000	585000	585000	585000	
86	630000	822000	582000	582000	582000	582000	
87	675000	819000	579000	699000	699000	579000	
88	672000	816000	576000	696000	696000	576000	
89	669000	813000	573000	693000	693000	573000	
90	690000	810000	570000	810000	690000	570000	
91	711000	807000	687000	807000	687000	567000	
92	708000	804000	684000	804000	684000	564000	
93	705000	801000	681000	801000	681000	561000	
94	702000	798000	678000	798000	678000	558000	
95	747000	915000	795000	795000	675000	555000	
96	768000	1032000	792000	792000	672000	552000	
97	765000	1029000	789000	789000	669000	549000	
98	786000	1026000	786000	786000	666000	666000	
99	783000	1023000	783000	783000	663000	663000	
100	780000	1020000	780000	780000	660000	660000	
101	825000	1017000	777000	777000	777000	777000	
102	846000	1014000	774000	894000	774000	774000	
103	843000	1011000	771000	891000	771000	771000	
104	864000	1008000	768000	1008000	768000	768000	
105	885000	1005000	765000	1005000	885000	765000	
106	978000	1122000	882000	1002000	1002000	882000	
107	975000	1119000	879000	999000	999000	879000	
108	1020000	1116000	996000	996000	996000	996000	
109	1041000	1113000	993000	1113000	993000	993000	
110	1062000	1110000	1110000	1110000	990000	990000	
111	1083000	1107000	1227000	1107000	987000	987000	
112	1080000	1104000	1224000	1104000	984000	984000	
113	1101000	1101000	1341000	1101000	981000	981000	
114	1122000	1218000	1338000	1098000	978000	978000	
115	1143000	1335000	1335000	1095000	975000	975000	
116	1164000	1332000	1332000	1092000	972000	1092000	
117	1233000	1449000	1329000	1089000	1089000	1209000	
118	1230000	1446000	1326000	1086000	1086000	1206000	
119	1251000	1563000	1323000	1083000	1083000	1203000	
120	1272000	1680000	1320000	1080000	1080000	1200000	
121	1293000	1677000	1437000	1077000	1077000	1197000	
122	1362000	1674000	1434000	1194000	1194000	1314000	
123	1359000	1671000	1431000	1191000	1191000	1311000	
124	1404000	1788000	1548000	1188000	1188000	1308000	
125	1401000	1785000	1545000	1185000	1185000	1305000	
